Title,Local Call Number,LC Call Number,Physical Availability
Jacopo della Quercia's Fonte Gaia,NB623.Q4H3 1965 ,NB623.Q4 H3 1965 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NB623.Q4H3 1965; (1 items out of 1 available)
"Jacopo della Quercia, sculptor",,NB623.Q4 S49 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NB623.Q4S49; (1 items out of 1 available)
"Jacopo della Quercia nell'arte del suo tempo : mostra didattica, Siena, Palazzo Pubblico, 24 maggio-12 ottobre 1975, Grosseto, Museo Archeologico e d'Arte della Maremma, 3 - 27 Novembre 1975",NB623.Q4 S53 1975 ,NB623.Q4 S53 1975 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NB623.Q4S53 1975; (1 items out of 1 available)
"Luca and Andrea della Robbia and their successors, by Maud Cruttwell; with over 150 illustrations",,NB623.R7 C8 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NB623.R7C8; (1 items out of 1 available)
"Robbia heraldry, by Allan Marquand",,NB623.R7 M35 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NB623.R7M35; (1 items out of 1 available)
"Medardo Rosso, by Margaret Scolari Barr",NB623.R8B3 1972 ,NB623.R8 B3 1972 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NB623.R8B3 1972; (1 items out of 1 available)
Andrea del Verrocchio; mit 81 abbildungen,,NB623.V5 P55 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NB623.V5P55; (1 items out of 1 available)
"The sculpture of Verrocchio, by Charles Seymour, Jr",NB623.V5S48 1971b ,NB623.V5 S48 1971b ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NB623.V5S48 1971b; (1 items out of 1 available)
"German and Netherlandish sculpture, 1280-1800, the Harvard collections, by Charles L. Kuhn",NB625.K8 ,NB625 .K8 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NB625.K8; (1 items out of 1 available)
"Wessel Couzijn, by K. E. Schuurman. [Translated from the Dutch by Ina Rike]",NB653.C66S3 ,,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NB653.C66S3; (1 items out of 1 available)
"John Raedecker, by P.C.J. Reyne. [Translated from the Dutch by Max Schuchart]",NB653.R3W49 ,,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NB653.R3W49; (1 items out of 1 available)
Vermeer and his milieu : a web of social history / John Michael Montias,NB653.V45M66 1989 ,NB653.V45 M66 1989 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NB653.V45M66 1989; (1 items out of 1 available)
Carel Visser / Cor Blok,NB653.V52B55 1968 ,,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NB653.V52B55 1968; (1 items out of 1 available)
"Early Netherlandish carved altarpieces, 1380-1550 : medieval tastes and mass marketing / Lynn F. Jacobs",,NB669.F5 J23 1998 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NB669.F5J23 1998; (1 items out of 1 available)
Modern Finnish sculpture,NB693.S3 ,,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NB693.S3; (1 items out of 1 available)
V. Boroda? / Z. Fogel?,NB699.B67 F6  and others,NB699.B67 F6 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NB699.B67F6; (1 items out of 1 available)
I?A?. Cha?ka. [Al?bom. Vstup. statti?a? ta upori?a?dkuvanni?a? I?A?.?. Nanovs?koho,,NB699.C46 N3 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NB699.C46N3; (1 items out of 1 available)
Skul?ptor Pavel Gusev,NB699.G8 B3 ,NB699.G8 B3 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NB699.G8B3; (1 items out of 1 available)
Elena Aleksandrovna I?A?nson-Manizer. [Al?bom reprodukt?s?i?. Predisl. A.I. Kolomiet?s?,NB699.I268 K6 ,NB588.I2 A46  and others,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NB699.I268K6; (1 items out of 1 available)
H. Kal?chenko. [Al?bom reprodukt?s?i?. Vstup. statti?a? ta upori?a?dkuvanni?a? I. I. Verby],,NB699.K24 V4 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NB699.K24V4; (1 items out of 1 available)
Mo? vek. [Lit. zapis? I?U?. A. Bychkova. Predisl. nar. khudozh. SSSR E. Belashovo?],NB699.K6B9 ,,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NB699.K6B9; (1 items out of 1 available)
Jonas Mik?nas,NB699.M5A3 1970 ,,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NB699.M5A3 1970; (1 items out of 1 available)
The sculpture of Elie Nadelman,NB699.N3K5 ,NB699.N3 K5 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NB699.N3K5; (1 items out of 1 available)
Art and revolution; Ernst Neizvestny and the role of the artist in the U.S.S.R,NB699.N4B4 1969 ,,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NB699.N4B4 1969; (1 items out of 1 available)
Centaur : the life and art of Ernst Neizvestny / Albert Leong,,NB699.N4 L46 2002 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NB699.N4L46 2002; (1 items out of 1 available)
"Penaty, muze?-usad?ba I. E. Repina. Putevoditel?",,NB699.R4 P4 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NB699.R4P4; (1 items out of 1 available)
Skul?ptor Viktor Aleksandrovich Sina?ski? / V. S. Speranskai?a?,NB699.S452 S6 ,NB699.S452 S6 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NB699.S452S6; (1 items out of 1 available)
Skul?ptor Alekse? Vasil?evich Shchepelkin / L. D?i?a?konit?s?yn,NB699.S53 D5 ,NB699.S53 D5 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NB699.S53D5; (1 items out of 1 available)
Evgeni? Vuchetich : portret khudozhnika / F. Shakhmagonov,NB699.V8 S24 ,NB699.V8 S24 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NB699.V8S24; (1 items out of 1 available)
Sculpture and the Nordic region / edited by Sara Ayres and Elettra Carbone,,NB704 .S38 2017 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NB704 .S38 2017; (1 items out of 1 available)
Mystet?s?tvo grafiky / I. I. Verba,NB720 .V4 ,NB720 .V4 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NB720.V4; (1 items out of 1 available)
Spanish sculpture,NB804 .A636 ,NB804 .A636 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NB804.A636; (1 items out of 1 available)
Art and ritual in Golden-Age Spain : Sevillian confraternities and the processional sculpture of Holy Week / Susan Verdi Webster,,NB811.S48 W43 1998 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NB811.S48W43 1998; (1 items out of 1 available)
Cayetano de Acosta / Alfonso Pleguezuelo Hernández,,NB813.A26 P58 2007 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NB813.A26P58 2007; (1 items out of 1 available)
Cristina Iglesias / edited by Carmen Giménez,,NB813.I44 A4 1997 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NB813.I44A4 1997; (1 items out of 1 available)
"500 years of art and illustration, from Albrecht Dürer to Rockwell Kent, by Howard Simon",NC960.S5 ,NC960 .S5 ,"Physical version at KSL Closed Stacks Lower Level; Kelvin Smith Library; 741.64 S59f; (1 items out of 1 available)
Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NC960.S5; (1 items out of 1 available)"
Oteiza's selected writings / Jorge Oteiza (1908-2003) ; edited by Joseba Zulaika ; translated by Frederick Fornoff,,NB813.O8 A35 2003 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NB813.O8A35 2003; (1 items out of 1 available)
"Francisco Salzillo : escultor, 1707-1783 / Germán Ramallo Asensio",,NB813.S3 R36 2007 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NB813.S3R36 2007; (1 items out of 1 available)
Romanische Kapitellplastik in der Schweiz / François Maurer-Kuhn,,NB843 .M3 1971 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NB843 .M3 1971; (1 items out of 1 available)
Constantin Brancusi : shifting the bases of art / Anna C. Chave,NB933.B7C48 1993 ,NB933.B7 C48 1993 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NB933.B7C48 1993; (1 items out of 1 available)
"Témoignages sur Brancusi [par] Petru Comarnesco, Mircea Eliade, Ionel Jianou",NB933.B7C6 ,NB933.B7 C6 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NB933.B7C6; (1 items out of 1 available)
"Constantin Brancusi, 1876-1957; a retrospective exhibition, by Sidney Geist",735B732C  and others,NB933.B7 G42 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NB933.B7G42; (1 items out of 1 available)
Constantin Brancusi : a survey of his work / Sanda Miller,,NB933.B7 M56 1995 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NB933.B7M56 1995; (1 items out of 1 available)
Brancusi's birds [by] Athena T. Spear,NB933.B7S68 ,NB933.B7 S68 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NB933.B7S68; (1 items out of 1 available)
"Contemporary Yugoslav sculpture: an Arts Council exhibition organised by the Commission for Cultural Relations with Foreign Countries in Belgrade, Hayward Gallery, London, April 30-May 31 1970",NB948.A8 ,,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NB948.A8; (1 items out of 1 available)
Robertas Antinis,NB955.L5A67 ,,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NB955.L5A67; (1 items out of 1 available)
Bronius Pundzius. [Skulptorius],NB955.L5 P8 ,NB955.L5 P8 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NB955.L5P8; (1 items out of 1 available)
Chas Addams : a cartoonist's life / Linda H. Davis,,NC1429.A25 D38 2006 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NC 1429.A25 D38 2006; (1 items out of 1 available)
"The letters of Aubrey Beardsley, edited by Henry Maas, J. L. Duncan and W. G. Good",740B38ZL ,NC242.B3 M28 ,"Physical version at KSL Special Collections Stacks 2; Kelvin Smith Library; NC242.B3M28; (1 items out of 1 available)
Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NC242.B3M28; (1 items out of 1 available)"
"The joke's over : bruised memories : Gonzo, Hunter S. Thompson, and me / Ralph Steadman ; [foreword by Kurt Vonnegut]",,NC1479.S79 A2 2006 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NC 1479.S79 A2 2006; (1 items out of 1 available)
"The anime encyclopedia : a guide to Japanese animation since 1917 / Jonathan Clements, Helen McCarthy",,NC1766.J3 C53 2006 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NC 1766.J3 C53 2006; (1 items out of 1 available)
Anime from Akira to Howl's moving castle : experiencing contemporary Japanese animation / Susan J. Napier,,NC1766.J3 N36 2005 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NC 1766.J3 N36 2005; (1 items out of 1 available)
"American animated cartoons of the Vietnam era : a study of social commentary in films and television programs,1961-1973 / Christopher P. Lehman",,NC1766.U5 L44 2006 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NC 1766.U5 L44 2006; (1 items out of 1 available)
Walt Disney : conversations / edited by Kathy Merlock Jackson,,NC1766.U52 D52 2006 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NC 1766.U52 D52 2006; (1 items out of 1 available)
The animated man : a life of Walt Disney / Michael Barrier,,NC1766.U52 D53155 2007 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NC 1766.U52 D53155 2007; (1 items out of 1 available)
Walt Disney : the triumph of the American imagination / Neal Gabler,,NC1766.U52 D5375 2006 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NC 1766.U52 D5375 2006; (1 items out of 1 available)
Handmade / mit einem essay von/essay by Claude Lichtenstein,NC1806.8 .M868 2005 ,NC1806.8 .M868 2005 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NC 1806.8 .M868 2005; (1 items out of 1 available)
Redback Graphix / Anna Zegala,,NC1807.A8 R43 2008 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NC 1807.A8 R43 2008; (1 items out of 1 available)
Plakate für die Bayerische Staatsoper = Posters for the Bavarian State Opera / Pierre Mendell,NC1850.M46 A4 2006 ,NC1850.M46 A4 2006 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NC 1850.M46 A4 2006; (1 items out of 1 available)
One thousand drawings / [Tracey Emin],,NC242.E45 A4 2009 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NC 242.E45 A4 2009; (1 items out of 1 available)
Claude Lorrain--the painter as draftsman : drawings from the British Museum / Richard Rand ; with contributions by Antony Griffiths and Colleen M. Terry,,NC248.L67 A4 2006 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NC 248.L67 A4 2006; (1 items out of 1 available)
"Renoir : the pastel counterproofs / foreword by Warren Adelson, preface by Marc Rosen and Susan Pinsky ; essay by Jay E. Cantor",NC248.R4 A4 2005 ,NC248.R4 A4 2005 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NC 248.R4 A4 2005; (1 items out of 1 available)
"Marcel van Eeden : Celia / edited by Stephan Berg ; [translations, George Frederick Takis]",,NC263.E33 A4 2006b ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NC 263.E33 A4 2006b; (1 items out of 1 available)
Picturing and poeting / Alan Fletcher,,NC999.6.G7 F565 2006 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NC 999.6.G7 F565 2006; (1 items out of 1 available)
How design makes us think : and feel and do things / Sean Adams,,NC1000 .A34 2021 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NC1000 .A34 2021; (1 items out of 1 available)
"Design for information : an introduction to the histories, theories, and best practices behind effective information visualizations / Isabel Meirelles",NC1000 .M45 2013 ,NC1000 .M45 2013 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NC1000 .M45 2013; (1 items out of 1 available)
Graphic design processes : universal to unique / Kenneth J. Hiebert,NC1000.H54 1992 ,NC1000 .H54 1992 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NC1000.H54 1992; (1 items out of 1 available)
The Internet & art : a guidebook for artists / Barbara Houghton,,NC1000 .H678 2002 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NC1000.H678 2002; (1 items out of 1 available)
The new commercial artist's handbook / John Snyder,,NC1000 .S684 1986 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NC1000.S684 1986; (1 items out of 1 available)
Designing logos : the process of creating symbols that endure / Jack Gernsheimer,,NC1002.L63 G47 2008 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NC1002.L63 G47 2008; (1 items out of 1 available)
Logo a lot / [edited by Kurando Furuya ... and others],,NC1002.L63 L64 2006 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NC1002.L63L64 2006; (1 items out of 1 available)
"The new big book of logos / David E. Carter, editor ; book design, Suzanna M.W. ; layout and production, Graham Allen, Christa Carter",,NC1002.L63 N48 2003 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NC1002.L63N48 2003; (1 items out of 1 available)
"Piktogramme - die Einsamkeit der Zeichen : [Kunstmuseum Stuttgart, 4. November 2006 - 25. Februar 2007] / [Hrsg.: Marion Ackermann ; Texte: Marion Ackermann ... et al. ; Übersetzungen: Tanja Ohlsen ... et al.]",,NC1002.L63 P55 2006 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NC1002.L63P55 2006; (1 items out of 1 available)
Food wrap : packages that sell / Steven Heller and Anne Fink,,NC1002.P33 H46 1996 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NC1002.P33H46 1996; (1 items out of 1 available)
All aboard! : images from the golden age of rail travel / Lynn Johnson and Michael O'Leary,,NC1002.R34 J65 1999 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NC1002.R34J65 1999; (1 items out of 1 available)
"TM : trademarks designed by Chermayeff and Geismar / Ivan Chermayeff, Tom Geismar, Steff Geissbuhler",,NC1003 .C547 2000 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NC1003.C547 2000; (1 items out of 1 available)
"Master drawings, selected from the museums and private collections of America; January, 1935, the Buffalo fine arts academy, Albright art gallery, Buffalo, New York",,NC1005 .B8 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NC1005.B8; (1 items out of 1 available)
English drawings of the tenth and eleventh centuries.,,NC1015 .W6 1952 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NC1015 .W6 1952; (1 items out of 1 available)
The peripatetic school : itinerant drawing from Latin America / [edited by Tanya Barson and Kate Macfarlane],,NC102 .P47 2011 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NC102 .P47 2011; (1 items out of 1 available)
Altdeutsche Meisterzeichnungen; Einführung und Auswahl von Edmund Schilling.  Mit 58 Abbildungen,,NC1040 .S35 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NC1040.S35; (1 items out of 1 available)
"Venetian drawings, XIV-XVII centuries. [Edited by Tana de Gamez Losada]",NC1045.A6 ,NC1045 .A6 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NC1045.A6; (1 items out of 1 available)
"Florentine drawings, XIV-XVII centuries / Translated from the French by Rosamund Frost",NC1045 .C45 ,NC1045 .C45 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NC1045.C452; (1 items out of 1 available)
I disegni veneziani del Settecento,,NC1045 .P52 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NC1045.P52; (1 items out of 1 available)
"The drawings of the Venetian painters in the 15th and 16th centuries, by Hans Tietze and E. Tietze-Conrat",NC1045 .T5 ,NC1045 .T5 ,Physical version at KSL Stacks 3rd Floor; Kelvin Smith Library; NC1045.T5; (1 items out of 1 available)
